catalogNumber;eventId;parentEventId;eventDate;locality;decimalLatitude;decimalLongitude;phylum;class;family;order;providedScientificName;scientificName;ashFreeDryWeight;ashWeight;dryWeight;bodyLength
13472;a;4;08/05/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.085188428;18.22;0.104167802;3.93
13536;c;4;08/05/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.087086532;18.22;0.10648879;3.97
12797;e;2;08/05/08;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.087564592;18.22;0.107073358;3.98
12770;d;2;08/05/08;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.092916762;18.22;0.113617953;4.09
13488;c;4;08/05/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.09390834;18.22;0.114830448;4.11
13527;c;4;08/05/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.094406263;18.22;0.115439304;4.12
13215;c;3;08/05/08;acquatina;40.441806;18.240306;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.095908575;18.22;0.117276321;4.15
13479;a;4;08/05/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.095908575;18.22;0.117276321;4.15
13553;d;4;08/05/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.097931614;18.22;0.119750078;4.19
13518;c;4;08/05/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.098440941;18.22;0.12037288;4.2
13205;c;3;08/05/08;acquatina;40.441806;18.240306;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.099463881;18.22;0.121623723;4.22
13475;a;4;08/05/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.105192381;18.22;0.128628493;4.33
13565;e;4;08/05/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.106252571;18.22;0.129924885;4.35
13223;e;3;08/05/08;acquatina;40.441806;18.240306;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.107853635;18.22;0.131882655;4.38
13199;c;3;08/05/08;acquatina;40.441806;18.240306;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.108928205;18.22;0.133196631;4.4
13564;e;4;08/05/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.109467649;18.22;0.133856259;4.41
13571;e;4;08/05/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.111094627;18.22;0.135845717;4.44
13214;c;3;08/05/08;acquatina;40.441806;18.240306;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.112734587;18.22;0.137851048;4.47
13545;d;4;08/05/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.112734587;18.22;0.137851048;4.47
12771;d;2;08/05/08;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.125740483;18.22;0.153754565;4.7
13493;c;4;08/05/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.125740483;18.22;0.153754565;4.7
12767;d;2;08/05/08;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.126907754;18.22;0.155181896;4.72
13209;c;3;08/05/08;acquatina;40.441806;18.240306;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.127493576;18.22;0.155898235;4.73
12766;d;2;08/05/08;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.129851455;18.22;0.158781432;4.77
13505;c;4;08/05/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.135848469;18.22;0.166114538;4.87
13561;d;4;08/05/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.140133571;18.22;0.17135433;4.94
12768;d;2;08/05/08;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.141992077;18.22;0.173626898;4.97
13557;d;4;08/05/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.141992077;18.22;0.173626898;4.97
13562;d;4;08/05/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.143238437;18.22;0.175150938;4.99
13486;c;4;08/05/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.148282806;18.22;0.181319156;5.07
12765;d;2;08/05/08;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.150198791;18.22;0.183662009;5.1
12774;d;2;08/05/08;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.15277413;18.22;0.186811115;5.14
12776;d;2;08/05/08;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.17009245;18.22;0.207987833;5.4
13570;e;4;08/05/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.181961063;18.22;0.222500689;5.57
13507;c;4;08/05/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.193527751;18.22;0.236644351;5.73
13204;c;3;08/05/08;acquatina;40.441806;18.240306;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.20170375;18.22;0.246641905;5.84
13569;e;4;08/05/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.237064566;18.22;0.289880859;6.29
13206;c;3;08/05/08;acquatina;40.441806;18.240306;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.258048723;18.22;0.315540136;6.54
12772;d;2;08/05/08;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.266712232;18.22;0.326133812;6.64
13228;e;3;08/05/08;acquatina;40.441806;18.240306;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.283599767;18.22;0.346783769;6.83
13207;c;3;08/05/08;acquatina;40.441806;18.240306;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.298256391;18.22;0.364705785;6.99
13567;e;4;08/05/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.340629089;18.22;0.416518818;7.43
12773;d;2;08/05/08;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.366064426;18.22;0.447620966;7.68
13568;e;4;08/05/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.464710561;18.22;0.568244756;8.57
13566;e;4;08/05/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.647337769;18.22;0.791560001;9.98
13984;e;2;12/06/08;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Amphipoda;Amphipoda;Amphipoda;Amphipoda;0.008832676;23.47;0.011541456;1.78
13982;c;2;12/06/08;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Amphipoda;Amphipoda;Amphipoda;Amphipoda;0.009007396;23.47;0.011769758;1.8
13985;e;2;12/06/08;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Amphipoda;Amphipoda;Amphipoda;Amphipoda;0.009183583;23.47;0.011999978;1.82
14205;a;3;12/06/08;acquatina;40.441806;18.240306;Arthropoda;Malacostraca;Amphipoda;Amphipoda;Amphipoda;Amphipoda;0.009630449;23.47;0.012583887;1.87
14206;a;3;12/06/08;acquatina;40.441806;18.240306;Arthropoda;Malacostraca;Amphipoda;Amphipoda;Amphipoda;Amphipoda;0.011900921;23.47;0.015550661;2.11
13983;c;2;12/06/08;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Amphipoda;Amphipoda;Amphipoda;Amphipoda;0.015133791;23.47;0.019774978;2.42
14204;a;3;12/06/08;acquatina;40.441806;18.240306;Arthropoda;Malacostraca;Amphipoda;Amphipoda;Amphipoda;Amphipoda;0.019420917;23.47;0.025376868;2.79
14203;a;3;12/06/08;acquatina;40.441806;18.240306;Arthropoda;Malacostraca;Amphipoda;Amphipoda;Amphipoda;Amphipoda;0.024969114;23.47;0.03262657;3.22
14199;a;3;12/06/08;acquatina;40.441806;18.240306;Arthropoda;Malacostraca;Amphipoda;Amphipoda;Amphipoda;Amphipoda;0.026903352;23.47;0.035153994;3.36
14196;a;3;12/06/08;acquatina;40.441806;18.240306;Arthropoda;Malacostraca;Amphipoda;Amphipoda;Amphipoda;Amphipoda;0.028179395;23.47;0.03682137;3.45
14197;a;3;12/06/08;acquatina;40.441806;18.240306;Arthropoda;Malacostraca;Amphipoda;Amphipoda;Amphipoda;Amphipoda;0.029334915;23.47;0.038331263;3.53
14202;a;3;12/06/08;acquatina;40.441806;18.240306;Arthropoda;Malacostraca;Amphipoda;Amphipoda;Amphipoda;Amphipoda;0.033227174;23.47;0.043417188;3.79
13891;d;1;12/06/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Amphipoda;Amphipoda;Amphipoda;Amphipoda;0.037974594;23.47;0.049620533;4.09
14198;a;3;12/06/08;acquatina;40.441806;18.240306;Arthropoda;Malacostraca;Amphipoda;Amphipoda;Amphipoda;Amphipoda;0.038956607;23.47;0.050903707;4.15
14201;a;3;12/06/08;acquatina;40.441806;18.240306;Arthropoda;Malacostraca;Amphipoda;Amphipoda;Amphipoda;Amphipoda;0.041967001;23.47;0.05483732;4.33
14200;a;3;12/06/08;acquatina;40.441806;18.240306;Arthropoda;Malacostraca;Amphipoda;Amphipoda;Amphipoda;Amphipoda;0.044200781;23.47;0.057756149;4.46
14403;e;4;12/06/08;acquatina;40.448167;18.233028;Arthropoda;Insecta;Chironomidae;Diptera;Chironomus sp.;Chironomus;0.009543956;11.39;0.010770744;3.05
14401;b;4;12/06/08;acquatina;40.448167;18.233028;Arthropoda;Insecta;Chironomidae;Diptera;Chironomus sp.;Chironomus;0.034148006;11.39;0.038537418;4.99
14399;a;4;12/06/08;acquatina;40.448167;18.233028;Arthropoda;Insecta;Chironomidae;Diptera;Chironomus sp.;Chironomus;0.042096724;11.39;0.047507871;5.41
14397;a;4;12/06/08;acquatina;40.448167;18.233028;Arthropoda;Insecta;Chironomidae;Diptera;Chironomus sp.;Chironomus;0.049293978;11.39;0.055630266;5.75
14402;b;4;12/06/08;acquatina;40.448167;18.233028;Arthropoda;Insecta;Chironomidae;Diptera;Chironomus sp.;Chironomus;0.068525414;11.39;0.077333726;6.53
14398;a;4;12/06/08;acquatina;40.448167;18.233028;Arthropoda;Insecta;Chironomidae;Diptera;Chironomus sp.;Chironomus;0.070167785;11.39;0.079187208;6.59
14400;a;4;12/06/08;acquatina;40.448167;18.233028;Arthropoda;Insecta;Chironomidae;Diptera;Chironomus sp.;Chironomus;0.155017146;11.39;0.174943173;8.95
14445;b;4;12/06/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.007167032;18.22;0.008763795;1.26
14005;b;2;12/06/08;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.00832803;18.22;0.010183456;1.35
14503;d;4;12/06/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.009154586;18.22;0.011194162;1.41
14533;e;4;12/06/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.009729172;18.22;0.011896762;1.45
14541;e;4;12/06/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.011248738;18.22;0.013754876;1.55
14542;e;4;12/06/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.011407262;18.22;0.013948718;1.56
14031;d;2;12/06/08;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.011727911;18.22;0.014340806;1.58
14024;d;2;12/06/08;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.011890038;18.22;0.014539054;1.59
14449;b;4;12/06/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.013058707;18.22;0.015968094;1.66
14535;e;4;12/06/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.013577732;18.22;0.016602754;1.69
14012;b;2;12/06/08;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.014107707;18.22;0.017250803;1.72
14007;b;2;12/06/08;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.014648666;18.22;0.017912284;1.75
14537;e;4;12/06/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.014648666;18.22;0.017912284;1.75
14528;e;4;12/06/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.014831432;18.22;0.018135769;1.76
14262;d;3;12/06/08;acquatina;40.441806;18.240306;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.015200642;18.22;0.018587237;1.78
14531;e;4;12/06/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.015200642;18.22;0.018587237;1.78
14540;e;4;12/06/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.015200642;18.22;0.018587237;1.78
14543;e;4;12/06/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.015574764;18.22;0.01904471;1.8
14538;e;4;12/06/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.016531618;18.22;0.020214745;1.85
14534;e;4;12/06/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.016726693;18.22;0.020453281;1.86
14025;d;2;12/06/08;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.016923006;18.22;0.02069333;1.87
13944;e;1;12/06/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.017319347;18.22;0.021177974;1.89
14536;e;4;12/06/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.017519378;18.22;0.02142257;1.9
14002;b;2;12/06/08;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.018954439;18.22;0.023177352;1.97
14532;e;4;12/06/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.019164438;18.22;0.023434138;1.98
14016;d;2;12/06/08;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.019588192;18.22;0.023952301;2
14444;b;4;12/06/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.019801948;18.22;0.024213681;2.01
14544;e;4;12/06/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.020889567;18.22;0.025543613;2.06
14525;e;4;12/06/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.021110866;18.22;0.025814216;2.07
14030;d;2;12/06/08;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.021782332;18.22;0.026635281;2.1
14004;b;2;12/06/08;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.023393381;18.22;0.02860526;2.17
14006;b;2;12/06/08;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.023628609;18.22;0.028892894;2.18
14526;e;4;12/06/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.025803038;18.22;0.031551771;2.27
14008;b;2;12/06/08;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.026802728;18.22;0.032774185;2.31
14268;e;3;12/06/08;acquatina;40.441806;18.240306;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.026802728;18.22;0.032774185;2.31
14023;d;2;12/06/08;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.027565991;18.22;0.033707496;2.34
14033;d;2;12/06/08;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.028081273;18.22;0.03433758;2.36
14519;e;4;12/06/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.028601716;18.22;0.034973974;2.38
14502;d;4;12/06/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.028863876;18.22;0.035294541;2.39
14414;a;4;12/06/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.029127329;18.22;0.03561669;2.4
14529;e;4;12/06/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.029392076;18.22;0.035940421;2.41
14242;c;3;12/06/08;acquatina;40.441806;18.240306;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.030194092;18.22;0.03692112;2.44
14428;a;4;12/06/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.030194092;18.22;0.03692112;2.44
14230;b;3;12/06/08;acquatina;40.441806;18.240306;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.030464026;18.22;0.037251193;2.45
14527;e;4;12/06/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.03100779;18.22;0.037916104;2.47
14433;a;4;12/06/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.031833195;18.22;0.038925403;2.5
14467;d;4;12/06/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.032389981;18.22;0.039606237;2.52
14412;a;4;12/06/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.033234953;18.22;0.040639463;2.55
14015;c;2;12/06/08;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.033804806;18.22;0.041336275;2.57
14027;d;2;12/06/08;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.033804806;18.22;0.041336275;2.57
14013;b;2;12/06/08;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.034379899;18.22;0.042039495;2.59
14009;b;2;12/06/08;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.034669412;18.22;0.04239351;2.6
14260;d;3;12/06/08;acquatina;40.441806;18.240306;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.034960238;18.22;0.04274913;2.61
14247;c;3;12/06/08;acquatina;40.441806;18.240306;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.035252378;18.22;0.043106356;2.62
14404;a;4;12/06/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.035252378;18.22;0.043106356;2.62
14441;b;4;12/06/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.036136686;18.22;0.044187682;2.65
14010;b;2;12/06/08;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.037032847;18.22;0.045283501;2.68
14017;d;2;12/06/08;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.037334205;18.22;0.045652;2.69
14028;d;2;12/06/08;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.037334205;18.22;0.045652;2.69
14222;a;3;12/06/08;acquatina;40.441806;18.240306;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.037940884;18.22;0.046393842;2.71
14461;c;4;12/06/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.038246207;18.22;0.046767188;2.72
14020;d;2;12/06/08;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.038860821;18.22;0.047518735;2.74
14413;a;4;12/06/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.038860821;18.22;0.047518735;2.74
14451;b;4;12/06/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.038860821;18.22;0.047518735;2.74
14446;b;4;12/06/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.039170115;18.22;0.047896937;2.75
14498;d;4;12/06/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.040420556;18.22;0.049425967;2.79
14011;b;2;12/06/08;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.040736486;18.22;0.049812285;2.8
14490;d;4;12/06/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.04169226;18.22;0.050980998;2.83
14495;d;4;12/06/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.04169226;18.22;0.050980998;2.83
14500;d;4;12/06/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.04169226;18.22;0.050980998;2.83
14001;b;2;12/06/08;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.042013515;18.22;0.051373826;2.84
14018;d;2;12/06/08;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.042013515;18.22;0.051373826;2.84
14530;e;4;12/06/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.042013515;18.22;0.051373826;2.84
14494;d;4;12/06/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.042336103;18.22;0.051768284;2.85
14034;e;2;12/06/08;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.043311873;18.22;0.052961449;2.88
14471;d;4;12/06/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.043311873;18.22;0.052961449;2.88
14478;d;4;12/06/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.043639802;18.22;0.053362438;2.89
14482;d;4;12/06/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.043639802;18.22;0.053362438;2.89
14022;d;2;12/06/08;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.043969068;18.22;0.053765062;2.9
14458;c;4;12/06/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.044299672;18.22;0.054169322;2.91
14483;d;4;12/06/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.044299672;18.22;0.054169322;2.91
14426;a;4;12/06/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.044631615;18.22;0.05457522;2.92
14029;d;2;12/06/08;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.044964897;18.22;0.054982755;2.93
14517;e;4;12/06/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.04529952;18.22;0.05539193;2.94
14407;a;4;12/06/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.045972791;18.22;0.0562152;2.96
14421;a;4;12/06/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.045972791;18.22;0.0562152;2.96
14019;d;2;12/06/08;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.04631144;18.22;0.056629298;2.97
14524;e;4;12/06/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Corophiidae;Amphipoda;Corophium sp.;Corophium;0.04631144;18.22;0.056629298;2.97
