catalogNumber;occurrenceID;year;month;eventRemarks;verbatimLocality;country;decimalLatitude;decimalLongitude;depth;class;order;family;genus;scientificName;scientificNameAuthorship;acceptedNameUsage;acceptedNameUsageID;taxonRank;occurrenceRemarks;organismQuantity;organismQuantityType;nativeSeaArea;degreeOfEstablishment;distributionStatus;associatedReferences;references
1576;ACASOH20178Greece68;2017;8;NA;Kalymnos Island, Dodecanese;Greece;36.935;26.988;12;Teleostei;Acanthuriformes;Acanthuridae;Acanthurus;Acanthurus sohal;(Forsskål, 1775);Acanthurus sohal;urn:lsid:marinespecies.org:taxname:219649;species;First record ;1;individuals;Indo-Pacific Ocean;Casual;NA;Giovos I., Bernardi G., Romanidis-Kyriakidis G., Marmara D. & Kleitou P., 2018. First records of the fish Abudefduf sexfasciatus (Lacepède, 1801) and Acanthurus sohal (Forsskål, 1775) in the Mediterranean Sea.. BioInvasion Records, 7(2), 205-210. https://doi.org/10.3391/bir.2018.7.2.14;https://www.fishbase.de/summary/Acanthurus-sohal.html
2;ALEDJE2005naEgypt78;2005;NA;NA;Alexandria;Egypt;31.152;29.782;NA;Teleostei;Carangiformes;Carangidae;Alepes;Alepes djedaba;(Forsskål, 1775);Alepes djedaba;urn:lsid:marinespecies.org:taxname:126800;species;none;several;individuals;Indo-Pacific Ocean;Established;Common;Abdallah M.A.M., 2008. Trace element levels in some commercially valuable fish species from coastal waters of Mediterranean Sea, Egypt. Journal of Marine Systems, 73(1,2), 114-122. https://doi.org/10.1016/j.jmarsys.2007.09.006 ;https://www.fishbase.de/summary/Alepes-djedaba.html
5;ALEDJE2017naPalestine138;2017;NA;NA;Gaza fish market;Palestine;31.531509;34.410088;NA;Teleostei;Carangiformes;Carangidae;Alepes;Alepes djedaba;(Forsskål, 1775);Alepes djedaba;urn:lsid:marinespecies.org:taxname:126800;species;none;NA;individuals;Indo-Pacific Ocean;Established;Common;Abu Amra H.E., 2018. A Survey of Marine Bony Fishes of the Gaza Strip, Palestine. Doctoral dissertation.;https://www.fishbase.de/summary/Alepes-djedaba.html
520;ALEDJE1960naGreece71;1960;NA;NA;Aegean Sea;Greece;36.006;24.627;NA;Teleostei;Carangiformes;Carangidae;Alepes;Alepes djedaba;(Forsskål, 1775);Alepes djedaba;urn:lsid:marinespecies.org:taxname:126800;species;none;NA;individuals;Indo-Pacific Ocean;Established;Common;Bini G., 1960. Catalogue of the names of fishes of commercial importance in the Mediterranean. FAO, Rome, 250pp.;https://www.fishbase.de/summary/Alepes-djedaba.html
1296;ALEDJE1992naEgypt72;1992;NA;NA;NA;Egypt;31.462;27.386;NA;Teleostei;Carangiformes;Carangidae;Alepes;Alepes djedaba;(Forsskål, 1775);Alepes djedaba;urn:lsid:marinespecies.org:taxname:126800;species;none;several;individuals;Indo-Pacific Ocean;Established;Common;El-Sayed R.S., 1994. Check-list of Egyptian Mediterranean fishes. National Institute of Oceanography and Fisheries, Alexandria, Egypt, 77.;https://www.fishbase.de/summary/Alepes-djedaba.html
1874;ALEDJE20126Tunisia134;2012;6;NA;Gabès Gulf;Tunisia;34.173;10.711;NA;Teleostei;Carangiformes;Carangidae;Alepes;Alepes djedaba;(Forsskål, 1775);Alepes djedaba;urn:lsid:marinespecies.org:taxname:126800;species;none;100;individuals;Indo-Pacific Ocean;Established;Common;Hattour A. & Bradai M.N., 2013. A school of the shrimp scad Alepes djedaba (Forsskål, 1775) [Osteichthyes: Carangidae] in Tunisian waters. Marine Biodiversity Records, 6, e117. https://doi.org/10.1017/S175526721300095X;https://www.fishbase.de/summary/Alepes-djedaba.html
2356;ALEDJE20067Turkey79;2006;7;NA;NA;Turkey;36.790402;28.614581;2;Teleostei;Carangiformes;Carangidae;Alepes;Alepes djedaba;(Forsskål, 1775);Alepes djedaba;urn:lsid:marinespecies.org:taxname:126800;species;none;1;individuals;Indo-Pacific Ocean;Established;Common;Katsanevakis S., Poursanidis D., Hoffmann R., Rizgalla J., Rothman S. B. S., Levitt-Barmats Y. A. et al., 2020. Unpublished Mediterranean records of marine alien and cryptogenic species. BioInvasion Records, 9, 165-182. https://doi.org/10.3391/bir.2020.9.2.01;https://www.fishbase.de/summary/Alepes-djedaba.html
2898;ALEDJE199712Turkey74;1997;12;NA;NA;Turkey;36.52933;35.562644;40;Teleostei;Carangiformes;Carangidae;Alepes;Alepes djedaba;(Forsskål, 1775);Alepes djedaba;urn:lsid:marinespecies.org:taxname:126800;species;none;2;individuals;Indo-Pacific Ocean;Established;Common;Katsanevakis S., Poursanidis D., Hoffmann R., Rizgalla J., Rothman S. B. S., Levitt-Barmats Y. A. et al., 2020. Unpublished Mediterranean records of marine alien and cryptogenic species. BioInvasion Records, 9, 165-182. https://doi.org/10.3391/bir.2020.9.2.01;https://www.fishbase.de/summary/Alepes-djedaba.html
2961;ALEDJE2009naLibya132;2009;NA;NA;NA;Libya;32.2146;23.2516;NA;Teleostei;Carangiformes;Carangidae;Alepes;Alepes djedaba;(Forsskål, 1775);Alepes djedaba;urn:lsid:marinespecies.org:taxname:126800;species;none;NA;individuals;Indo-Pacific Ocean;Established;Common;Katsanevakis S., Poursanidis D., Hoffmann R., Rizgalla J., Rothman S. B. S., Levitt-Barmats Y. A. et al., 2020. Unpublished Mediterranean records of marine alien and cryptogenic species. BioInvasion Records, 9, 165-182. https://doi.org/10.3391/bir.2020.9.2.01;https://www.fishbase.de/summary/Alepes-djedaba.html
4341;ALEDJE2007naTurkey80;2007;NA;NA;Datca peninsula;Turkey;36.701;27.726;NA;Teleostei;Carangiformes;Carangidae;Alepes;Alepes djedaba;(Forsskål, 1775);Alepes djedaba;urn:lsid:marinespecies.org:taxname:126800;species;none;NA;individuals;Indo-Pacific Ocean;Established;Common;Oz I.M., Erdogan O. & Yuksek A., 2007. Notes on the erythrean alien fishes of Datca-Bozburun peninsula - a specially protected area in the south eastern Aegean Sea (Turkey). Rapports Commission Internationale Mer Méditerranée, 38, 563.;https://www.fishbase.de/summary/Alepes-djedaba.html
4342;ALEDJE2007naTurkey81;2007;NA;NA;Datca peninsula;Turkey;36.725;27.994;NA;Teleostei;Carangiformes;Carangidae;Alepes;Alepes djedaba;(Forsskål, 1775);Alepes djedaba;urn:lsid:marinespecies.org:taxname:126800;species;none;NA;individuals;Indo-Pacific Ocean;Established;Common;Oz I.M., Erdogan O. & Yuksek A., 2007. Notes on the erythrean alien fishes of Datca-Bozburun peninsula - a specially protected area in the south eastern Aegean Sea (Turkey). Rapports Commission Internationale Mer Méditerranée, 38, 563.;https://www.fishbase.de/summary/Alepes-djedaba.html
4619;ALEDJE201312Tunisia135;2013;12;NA;Marina Cap Monastir;Tunisia ;35.788529;10.833782;4;Teleostei;Carangiformes;Carangidae;Alepes;Alepes djedaba;(Forsskål, 1775);Alepes djedaba;urn:lsid:marinespecies.org:taxname:126800;species;none;1;individuals;Indo-Pacific Ocean;Established;Common;Sghaier Y.R., Zakhama-Sraieb R., Hmida A.B. & Charfi F., 2019. An inventory of non-indigenous species (NIS) inside and outside three tourist marinas from the southern Mediterranean coast. Journal of the Black Sea / Mediterranean Environment, 25(1), 29-48.;https://www.fishbase.de/summary/Alepes-djedaba.html
4653;ALEDJE2005naLibya76;2005;NA;NA;Misurata;Libya;32.412;15.095;NA;Teleostei;Carangiformes;Carangidae;Alepes;Alepes djedaba;(Forsskål, 1775);Alepes djedaba;urn:lsid:marinespecies.org:taxname:126800;species;none;NA;individuals;Indo-Pacific Ocean;Established;Common;Shakman E.A. & Kinzelbach R., 2007. Distribution and characterization of Lessepsian migrant fishes along the coast of Libya. Acta Ichthyologica et Piscatoria, 37(1), 7-15. https://doi.org/10.3750/AIP2007.37.1.02;https://www.fishbase.de/summary/Alepes-djedaba.html
4662;ALEDJE2005naLibya75;2005;NA;NA;Tobruk;Libya;32.08185196;24.00670613;NA;Teleostei;Carangiformes;Carangidae;Alepes;Alepes djedaba;(Forsskål, 1775);Alepes djedaba;urn:lsid:marinespecies.org:taxname:126800;species;none;NA;individuals;Indo-Pacific Ocean;Established;Common;Shakman E.A. & Kinzelbach R., 2007. Distribution and characterization of Lessepsian migrant fishes along the coast of Libya. Acta Ichthyologica et Piscatoria, 37(1), 7-15. https://doi.org/10.3750/AIP2007.37.1.02;https://www.fishbase.de/summary/Alepes-djedaba.html
4682;ALEDJE2005naLibya77;2005;NA;NA;Zuara ;Libya;32.92;12.13;NA;Teleostei;Carangiformes;Carangidae;Alepes;Alepes djedaba;(Forsskål, 1775);Alepes djedaba;urn:lsid:marinespecies.org:taxname:126800;species;none;NA;individuals;Indo-Pacific Ocean;Established;Common;Shakman E.A. & Kinzelbach R., 2007. Distribution and characterization of Lessepsian migrant fishes along the coast of Libya. Acta Ichthyologica et Piscatoria, 37(1), 7-15. https://doi.org/10.3750/AIP2007.37.1.02;https://www.fishbase.de/summary/Alepes-djedaba.html
4743;ALEDJE1927naIsrael70;1927;NA;NA;NA;Israel;31.633;34.498;NA;Teleostei;Carangiformes;Carangidae;Alepes;Alepes djedaba;(Forsskål, 1775);Alepes djedaba;urn:lsid:marinespecies.org:taxname:126800;species;First record ;NA;individuals;Indo-Pacific Ocean;Established;Common;Steinitz W., 1927. Beiträge zur Kenntnis der Küstenfauna Palästinas. Pubblicazioni della Stazione Zoologica di Napoli, 8(3,4), 311-353.;https://www.fishbase.de/summary/Alepes-djedaba.html
4856;ALEDJE1994naTurkey73;1994;NA;NA;Mersin Bay;Turkey;36.768;34.687;NA;Teleostei;Carangiformes;Carangidae;Alepes;Alepes djedaba;(Forsskål, 1775);Alepes djedaba;urn:lsid:marinespecies.org:taxname:126800;species;none;1;individuals;Indo-Pacific Ocean;Established;Common;Torcu H. & Mater S., 2000. Lessepsian fishes spreading along the coasts of the Mediterranean and the southern Aegean Sea of Turkey. Turkish Journal of Zoology, 24, 139-148.;https://www.fishbase.de/summary/Alepes-djedaba.html
4884;ALEDJE20148Greece136;2014;8;NA;Gerakas beach, Zakynthos Island;Greece;37.703707;20.983353;2;Teleostei;Carangiformes;Carangidae;Alepes;Alepes djedaba;(Forsskål, 1775);Alepes djedaba;urn:lsid:marinespecies.org:taxname:126800;species;none;1;individuals;Indo-Pacific Ocean;Established;Common;Tsiamis K., Aydogan O., Bailly N., Balistreri P., Bariche M. et al., 2015. New Mediterranean Biodiversity Records (July 2015). Mediterranean Marine Science, 16(2), 427-488. https://doi.org/10.12681/mms.1440;https://www.fishbase.de/summary/Alepes-djedaba.html
4902;ALEDJE20148Greece137;2014;8;NA;Vrontonero, Zakynthos Island;Greece;37.733;20.922;4;Teleostei;Carangiformes;Carangidae;Alepes;Alepes djedaba;(Forsskål, 1775);Alepes djedaba;urn:lsid:marinespecies.org:taxname:126800;species;none;9;individuals;Indo-Pacific Ocean;Established;Common;Tsiamis K., Aydogan O., Bailly N., Balistreri P., Bariche M. et al., 2015. New Mediterranean Biodiversity Records (July 2015). Mediterranean Marine Science, 16(2), 427-488. https://doi.org/10.12681/mms.1440;https://www.fishbase.de/summary/Alepes-djedaba.html
379;ALUMON201012Tunisia140;2010;12;NA;Zembra Island, Special Protected area;Tunisia;37.141;10.794;45;Teleostei;Tetraodontiformes;Monacanthidae;Aluterus;Aluterus monoceros;(Linnaeus, 1758);Aluterus monoceros;urn:lsid:marinespecies.org:taxname:127407;species;none;1;individuals;World Oceans;Casual;NA;Ben Souissi J., Boughedir W., Ben Amor M.M. & Capapé C., 2011. Unicorn Leatherjacket Filefish, Aluterus Monoceros (Actinopterygii: Tetraodontiformes: Monacanthidae): First Record Off the Tunisian Coast and Confirmed Occurrence in the Mediterranean Sea. Acta Ichthyologica et Piscatoria, 41(3), 247-250. https://doi.org/10.3750/AIP2011.41.3.12;https://www.fishbase.de/summary/Aluterus-monoceros.html
760;ALUMON201810Lebanon5826;2018;10;NA;Chekka;Lebanon;33.26437;35.197381;50;Teleostei;Tetraodontiformes;Monacanthidae;Aluterus;Aluterus monoceros;(Linnaeus, 1758);Aluterus monoceros;urn:lsid:marinespecies.org:taxname:127407;species;none;1;individuals;World Oceans;Casual;NA;Crocetta F. et al., 2021. New Alien Mediterranean Biodiversity Records (November 2021). Mediterranean Marine Science, 22 (3), 724-746. https://doi.org/10.12681/mms.26668;https://www.fishbase.de/summary/Aluterus-monoceros.html
1726;ALUMON2000naMorocco139;2000;NA;NA;Chafarinas Islands;Morocco;35.184;-2.426;4;Teleostei;Tetraodontiformes;Monacanthidae;Aluterus;Aluterus monoceros;(Linnaeus, 1758);Aluterus monoceros;urn:lsid:marinespecies.org:taxname:127407;species;First record ;1;individuals;World Oceans;Casual;NA;Guallart J. & Vicent J.J., 2009. First record of the Unicorn leatherjacket Aluterus monoceros (Pisces, Monacanthidae) from the Mediterranean Sea. Marine Biodiversity Records, 2, e103. https://doi.org/10.1017/S1755267209001183;https://www.fishbase.de/summary/Aluterus-monoceros.html
4877;ANALUP1958naItaly141;1958;NA;NA;Varezze;Italy;44.32;8.614;NA;Teleostei;Perciformes;Anarhichadidae;Anarhichas;Anarhichas lupus  ;Linnaeus, 1758;Anarhichas lupus;urn:lsid:marinespecies.org:taxname:126758;species;First record ;1;individuals;Tropical Atlantic;Casual;NA;Tortonese E., 1958. Primo ritrovamento di Anarhichas lupus (L.) (Pisces) nel Mediterraneo (Golfo di Genova). Doriana, 94, 5-7.;https://www.fishbase.de/summary/Anarhichas-lupus.html
56;APOPHA20209Libya181;2020;9;NA;Al Burdi, Bardia;Libya;31.77916667;25.07777778;1.5;Teleostei;Kurtiformes;Apogonidae;Apogonichthyoides;Apogonichthyoides pharaonis;(Bellotti, 1874);Apogonichthyoides pharaonis;urn:lsid:marinespecies.org:taxname:475090;species;none;1;individuals;Indo-Pacific Ocean;Established;Irregular;Al Mabruk S.A., Zava B., Abdulghani A., Corsini-Foka M., & Deidun A., 2021. The first record of the pharaoh cardinal fish, Apogonichthyoides pharaonis (Actinopterygii: Perciformes: Apogonidae), from Libyan waters. Acta Ichthyologica et Piscatoria, 51, 113-118.;https://www.fishbase.de/summary/Apogonichthyoides-pharaonis.html
57;APOPHA202010Libya182;2020;10;NA;Tobruk city;Libya;32.072426;23.969357;2;Teleostei;Kurtiformes;Apogonidae;Apogonichthyoides;Apogonichthyoides pharaonis;(Bellotti, 1874);Apogonichthyoides pharaonis;urn:lsid:marinespecies.org:taxname:475090;species;none;1;individuals;Indo-Pacific Ocean;Established;Irregular;Al Mabruk S.A., Zava B., Abdulghani A., Corsini-Foka M., & Deidun A., 2021. The first record of the pharaoh cardinal fish, Apogonichthyoides pharaonis (Actinopterygii: Perciformes: Apogonidae), from Libyan waters. Acta Ichthyologica et Piscatoria, 51, 113-118.;https://www.fishbase.de/summary/Apogonichthyoides-pharaonis.html
652;APOPHA20082Lebanon166;2008;2;NA;Tyre Harbour;Lebanon;34.997033;34.069172;NA;Teleostei;Kurtiformes;Apogonidae;Apogonichthyoides;Apogonichthyoides pharaonis;(Bellotti, 1874);Apogonichthyoides pharaonis;urn:lsid:marinespecies.org:taxname:475090;species;none;NA;individuals;Indo-Pacific Ocean;Established;Irregular;Carpentieri P., Lelli S., Colloca F., Mohanna C., Bartolino V., Moubayed S. & Ardizzone G.D., 2008. Incidence of lessepsian migrants on landings of the artisanal fishery of South Lebanon. Marine Biodiversity Records, 2, e71. https://doi.org/10.1017/S1755267209000645;https://www.fishbase.de/summary/Apogonichthyoides-pharaonis.html
711;APOPHA2002naGreece162;2002;NA;NA;Rhodes, Kritika coast, Gulf of Trianda;Greece;36.43;28.19;NA;Teleostei;Kurtiformes;Apogonidae;Apogonichthyoides;Apogonichthyoides pharaonis;(Bellotti, 1874);Apogonichthyoides pharaonis;urn:lsid:marinespecies.org:taxname:475090;species;none;4;individuals;Indo-Pacific Ocean;Established;Irregular;Corsini-Foka M., Kondylatos G. & Economidis P.S., 2004. Occurrence of the lessepsian species Portunus pelagicus (Crustacea) and Apogon pharaonis (Pisces) in the marine area of Rhodes Island. Mediterranean Marine Science, 5(1), 83-89. https://doi.org/10.12681/mms.213;https://www.fishbase.de/summary/Apogonichthyoides-pharaonis.html
916;APOPHA1961naCyprus145;1961;NA;NA;NA;Cyprus;34.557;32.215;NA;Teleostei;Kurtiformes;Apogonidae;Apogonichthyoides;Apogonichthyoides pharaonis;(Bellotti, 1874);Apogonichthyoides pharaonis;urn:lsid:marinespecies.org:taxname:475090;species;none;NA;individuals;Indo-Pacific Ocean;Established;Irregular;Demetrepoulos A. & Neocleolus D., 1969. The fishes and crustaceans of Cyprus. Fisheries Bulletin Ministry of Agriculture and Natural Resources of Cyprus, 1, 3-21.;https://www.fishbase.de/summary/Apogonichthyoides-pharaonis.html
1728;APOPHA1983naTurkey147;1983;NA;NA;Incekum anamur;Turkey;36.212;34.002;NA;Teleostei;Kurtiformes;Apogonidae;Apogonichthyoides;Apogonichthyoides pharaonis;(Bellotti, 1874);Apogonichthyoides pharaonis;urn:lsid:marinespecies.org:taxname:475090;species;none;1;individuals;Indo-Pacific Ocean;Established;Irregular;Gücü A.C.,  Bingel F. Avsar D. & Uysal N., 1994. Distribution and occurrence of Red Sea fish at the Turkish Mediterranean coast - northern Cilician basin. Acta Adriatica, 34(1,2), 103-113.;https://www.fishbase.de/summary/Apogonichthyoides-pharaonis.html
1729;APOPHA1984naTurkey150;1984;NA;NA;Incekum anamur;Turkey;36.212;34.003;NA;Teleostei;Kurtiformes;Apogonidae;Apogonichthyoides;Apogonichthyoides pharaonis;(Bellotti, 1874);Apogonichthyoides pharaonis;urn:lsid:marinespecies.org:taxname:475090;species;none;1;individuals;Indo-Pacific Ocean;Established;Irregular;Gücü A.C.,  Bingel F. Avsar D. & Uysal N., 1994. Distribution and occurrence of Red Sea fish at the Turkish Mediterranean coast - northern Cilician basin. Acta Adriatica, 34(1,2), 103-113.;https://www.fishbase.de/summary/Apogonichthyoides-pharaonis.html
1750;APOPHA1983naTurkey146;1983;NA;NA;Iskenderun Bay;Turkey;36.569;35.992;NA;Teleostei;Kurtiformes;Apogonidae;Apogonichthyoides;Apogonichthyoides pharaonis;(Bellotti, 1874);Apogonichthyoides pharaonis;urn:lsid:marinespecies.org:taxname:475090;species;none;1;individuals;Indo-Pacific Ocean;Established;Irregular;Gücü A.C.,  Bingel F. Avsar D. & Uysal N., 1994. Distribution and occurrence of Red Sea fish at the Turkish Mediterranean coast - northern Cilician basin. Acta Adriatica, 34(1,2), 103-113.;https://www.fishbase.de/summary/Apogonichthyoides-pharaonis.html
1751;APOPHA1984naTurkey149;1984;NA;NA;Iskenderun Bay;Turkey;36.569;35.992;NA;Teleostei;Kurtiformes;Apogonidae;Apogonichthyoides;Apogonichthyoides pharaonis;(Bellotti, 1874);Apogonichthyoides pharaonis;urn:lsid:marinespecies.org:taxname:475090;species;none;1;individuals;Indo-Pacific Ocean;Established;Irregular;Gücü A.C.,  Bingel F. Avsar D. & Uysal N., 1994. Distribution and occurrence of Red Sea fish at the Turkish Mediterranean coast - northern Cilician basin. Acta Adriatica, 34(1,2), 103-113.;https://www.fishbase.de/summary/Apogonichthyoides-pharaonis.html
1752;APOPHA1989naTurkey153;1989;NA;NA;Iskenderun Bay;Turkey;36.569;35.992;NA;Teleostei;Kurtiformes;Apogonidae;Apogonichthyoides;Apogonichthyoides pharaonis;(Bellotti, 1874);Apogonichthyoides pharaonis;urn:lsid:marinespecies.org:taxname:475090;species;none;1;individuals;Indo-Pacific Ocean;Established;Irregular;Gücü A.C.,  Bingel F. Avsar D. & Uysal N., 1994. Distribution and occurrence of Red Sea fish at the Turkish Mediterranean coast - northern Cilician basin. Acta Adriatica, 34(1,2), 103-113.;https://www.fishbase.de/summary/Apogonichthyoides-pharaonis.html
